"Variable","Mean","Standard Error of Mean","Confidence Interval","Population Total","Pop Total Standard Error","Pop Total CI"
"Participated for own leave",0.250676366490237,0.00210285938115588,"[ 0.25 , 0.25 ]",3270740,30284.6803681333,"[ 3,211,382 , 3,330,098 ]"
"Participated for illspouse leave",0.0116817881520518,0.00049832696983493,"[ 0.011 , 0.013 ]",152420,6530.81962696873,"[ 139,620 , 165,220 ]"
"Participated for illchild leave",0.0443895687042734,0.000896871923696299,"[ 0.043 , 0.046 ]",579180,11939.4719313712,"[ 555,779 , 602,581 ]"
"Participated for illparent leave",0.28090324242048,0.00218872392063054,"[ 0.28 , 0.29 ]",3665130,32739.2754959544,"[ 3,600,961 , 3,729,299 ]"
"Participated for matdis leave",0.0730498802084052,0.00136470259515065,"[ 0.07 , 0.076 ]",953130,18010.0856466592,"[ 917,830 , 988,430 ]"
"Participated for bond leave",0.0139779853245716,0.000604823836213411,"[ 0.013 , 0.015 ]",182380,7943.68491318733,"[ 166,810 , 197,950 ]"
"Participated for  for own illness or maternal disability leave",0.261074399547505,0.00204694720443422,"[ 0.26 , 0.27 ]",3406410,29861.3005410012,"[ 3,347,882 , 3,464,938 ]"
"Participated for ill relative or child bonding leave",0.283707576684248,0.00218996249915683,"[ 0.28 , 0.29 ]",3701720,32792.4482160146,"[ 3,637,447 , 3,765,993 ]"
"Participated for any reason",0.297105381348073,0.00219620368161397,"[ 0.29 , 0.3 ]",3876530,34132.0787529854,"[ 3,809,631 , 3,943,429 ]"
"Benefits Received ($), for own illness or maternal disability leave",3706.5909826542,42.1748173116643,"[ 3,624 , 3,789 ]",48362338900.7379,575316845.493811,"[ 47,234,717,884 , 49,489,959,918 ]"
"Benefits Received ($), for for ill relative or child bonding leave",1036.78415073323,8.59742119835274,"[ 1,020 , 1,054 ]",13527607092.156,121180138.553925,"[ 13,290,094,021 , 13,765,120,164 ]"
"Benefits Received ($), total",4743.37513338743,48.547862972042,"[ 4,648 , 4,839 ]",61889945992.8939,668505628.502633,"[ 60,579,674,961 , 63,200,217,025 ]"
